match_id,season_id,league_id,matchday,home_team_id,away_team_id,winner,utc_date
436065,1,1,13,62,66,AWAY_TEAM,2023-11-26
436066,1,1,13,63,76,HOME_TEAM,2023-11-27
436074,1,1,14,57,76,HOME_TEAM,2023-12-02
436075,1,1,14,402,389,HOME_TEAM,2023-12-02
436076,1,1,14,328,356,HOME_TEAM,2023-12-02
436081,1,1,14,351,62,AWAY_TEAM,2023-12-02
436080,1,1,14,67,66,HOME_TEAM,2023-12-02
436073,1,1,14,1044,58,DRAW,2023-12-03
436077,1,1,14,61,397,HOME_TEAM,2023-12-03
436078,1,1,14,64,63,HOME_TEAM,2023-12-03
436082,1,1,14,563,354,DRAW,2023-12-03
436079,1,1,14,65,73,DRAW,2023-12-03
436090,1,1,15,76,328,HOME_TEAM,2023-12-05
436087,1,1,15,389,57,AWAY_TEAM,2023-12-05
436084,1,1,15,397,402,HOME_TEAM,2023-12-06
436086,1,1,15,63,351,HOME_TEAM,2023-12-06
436088,1,1,15,356,64,AWAY_TEAM,2023-12-06
436091,1,1,15,354,1044,AWAY_TEAM,2023-12-06
436083,1,1,15,58,65,HOME_TEAM,2023-12-06
436092,1,1,15,66,61,HOME_TEAM,2023-12-06
436085,1,1,15,62,67,HOME_TEAM,2023-12-07
436089,1,1,15,73,563,AWAY_TEAM,2023-12-07
436095,1,1,16,354,64,AWAY_TEAM,2023-12-09
436094,1,1,16,397,328,DRAW,2023-12-09
436099,1,1,16,66,1044,AWAY_TEAM,2023-12-09
436100,1,1,16,356,402,HOME_TEAM,2023-12-09
436102,1,1,16,76,351,DRAW,2023-12-09
436093,1,1,16,58,57,HOME_TEAM,2023-12-09
436096,1,1,16,62,61,HOME_TEAM,2023-12-10
436097,1,1,16,63,563,HOME_TEAM,2023-12-10
436098,1,1,16,389,65,AWAY_TEAM,2023-12-10
436101,1,1,16,73,67,HOME_TEAM,2023-12-10
436111,1,1,17,351,73,AWAY_TEAM,2023-12-15
436107,1,1,17,61,356,HOME_TEAM,2023-12-16
436109,1,1,17,65,354,DRAW,2023-12-16
436110,1,1,17,67,63,HOME_TEAM,2023-12-16
436106,1,1,17,328,62,AWAY_TEAM,2023-12-16
436104,1,1,17,57,397,HOME_TEAM,2023-12-17
436105,1,1,17,402,58,AWAY_TEAM,2023-12-17
436112,1,1,17,563,76,HOME_TEAM,2023-12-17
436108,1,1,17,64,66,DRAW,2023-12-17
436114,1,1,18,354,397,DRAW,2023-12-21
436113,1,1,18,58,356,DRAW,2023-12-22
436121,1,1,18,563,66,HOME_TEAM,2023-12-23
436115,1,1,18,63,328,AWAY_TEAM,2023-12-23
436117,1,1,18,389,67,HOME_TEAM,2023-12-23
436119,1,1,18,351,1044,AWAY_TEAM,2023-12-23
436120,1,1,18,73,62,HOME_TEAM,2023-12-23
436116,1,1,18,64,57,DRAW,2023-12-23
436122,1,1,18,76,61,HOME_TEAM,2023-12-24
436131,1,1,19,67,351,AWAY_TEAM,2023-12-26
436123,1,1,19,1044,63,HOME_TEAM,2023-12-26
436132,1,1,19,356,389,AWAY_TEAM,2023-12-26
436127,1,1,19,328,64,AWAY_TEAM,2023-12-26
436130,1,1,19,66,58,HOME_TEAM,2023-12-26
436125,1,1,19,402,76,AWAY_TEAM,2023-12-27
436128,1,1,19,61,354,HOME_TEAM,2023-12-27
436129,1,1,19,62,65,AWAY_TEAM,2023-12-27
436126,1,1,19,397,73,HOME_TEAM,2023-12-28
436124,1,1,19,57,563,AWAY_TEAM,2023-12-28
436137,1,1,20,389,61,AWAY_TEAM,2023-12-30
436133,1,1,20,58,328,HOME_TEAM,2023-12-30
436134,1,1,20,354,402,HOME_TEAM,2023-12-30
436138,1,1,20,65,356,HOME_TEAM,2023-12-30
436142,1,1,20,76,62,HOME_TEAM,2023-12-30
436139,1,1,20,351,66,HOME_TEAM,2023-12-30
436135,1,1,20,63,57,HOME_TEAM,2023-12-31
436140,1,1,20,73,1044,HOME_TEAM,2023-12-31
436136,1,1,20,64,67,HOME_TEAM,2024-01-01
436141,1,1,20,563,397,DRAW,2024-01-02
436147,1,1,21,328,389,DRAW,2024-01-12
436148,1,1,21,61,63,HOME_TEAM,2024-01-13
436151,1,1,21,67,65,AWAY_TEAM,2024-01-13
436149,1,1,21,62,58,DRAW,2024-01-14
436150,1,1,21,66,73,DRAW,2024-01-14
436144,1,1,21,57,354,HOME_TEAM,2024-01-20
436145,1,1,21,402,351,HOME_TEAM,2024-01-20
436152,1,1,21,356,563,DRAW,2024-01-21
436143,1,1,21,1044,64,AWAY_TEAM,2024-01-21
436146,1,1,21,397,76,DRAW,2024-01-22
436153,1,1,22,351,57,AWAY_TEAM,2024-01-30
436155,1,1,22,389,397,HOME_TEAM,2024-01-30
436156,1,1,22,63,62,DRAW,2024-01-30
436157,1,1,22,354,356,HOME_TEAM,2024-01-30
436158,1,1,22,58,67,AWAY_TEAM,2024-01-30
436159,1,1,22,73,402,HOME_TEAM,2024-01-31
436161,1,1,22,65,328,HOME_TEAM,2024-01-31
436162,1,1,22,64,61,HOME_TEAM,2024-01-31
436154,1,1,22,563,1044,DRAW,2024-02-01
436160,1,1,22,76,66,AWAY_TEAM,2024-02-01
436169,1,1,23,62,73,DRAW,2024-02-03
436166,1,1,23,397,354,HOME_TEAM,2024-02-03
436167,1,1,23,328,63,DRAW,2024-02-03
436171,1,1,23,67,389,DRAW,2024-02-03
436172,1,1,23,356,58,AWAY_TEAM,2024-02-03
436163,1,1,23,1044,351,DRAW,2024-02-04
436168,1,1,23,61,76,AWAY_TEAM,2024-02-04
436170,1,1,23,66,563,HOME_TEAM,2024-02-04
436164,1,1,23,57,64,HOME_TEAM,2024-02-04
436165,1,1,23,402,65,AWAY_TEAM,2024-02-05
436178,1,1,24,65,62,HOME_TEAM,2024-02-10
436175,1,1,24,63,1044,HOME_TEAM,2024-02-10
436176,1,1,24,64,328,HOME_TEAM,2024-02-10
436177,1,1,24,389,356,AWAY_TEAM,2024-02-10
436180,1,1,24,73,397,HOME_TEAM,2024-02-10
436182,1,1,24,76,402,AWAY_TEAM,2024-02-10
436179,1,1,24,351,67,AWAY_TEAM,2024-02-10
436181,1,1,24,563,57,AWAY_TEAM,2024-02-11
436173,1,1,24,58,66,AWAY_TEAM,2024-02-11
436174,1,1,24,354,61,AWAY_TEAM,2024-02-12
436183,1,1,25,402,64,AWAY_TEAM,2024-02-17
436184,1,1,25,328,57,AWAY_TEAM,2024-02-17
436186,1,1,25,63,58,AWAY_TEAM,2024-02-17
436189,1,1,25,67,1044,DRAW,2024-02-17
436190,1,1,25,351,563,HOME_TEAM,2024-02-17
436192,1,1,25,73,76,AWAY_TEAM,2024-02-17
436188,1,1,25,65,61,DRAW,2024-02-17
436191,1,1,25,356,397,AWAY_TEAM,2024-02-18
436187,1,1,25,389,66,AWAY_TEAM,2024-02-18
436185,1,1,25,62,354,DRAW,2024-02-19
436118,1,1,18,65,402,HOME_TEAM,2024-02-20
436199,1,1,26,64,389,HOME_TEAM,2024-02-21
436195,1,1,26,58,351,HOME_TEAM,2024-02-24
436196,1,1,26,397,62,DRAW,2024-02-24
436198,1,1,26,354,328,HOME_TEAM,2024-02-24
436200,1,1,26,66,63,AWAY_TEAM,2024-02-24
436193,1,1,26,1044,65,AWAY_TEAM,2024-02-24
436194,1,1,26,57,67,HOME_TEAM,2024-02-24
436202,1,1,26,76,356,HOME_TEAM,2024-02-25
436201,1,1,26,563,402,HOME_TEAM,2024-02-26
436203,1,1,27,402,61,DRAW,2024-03-02
436205,1,1,27,62,563,AWAY_TEAM,2024-03-02
436206,1,1,27,63,397,HOME_TEAM,2024-03-02
436209,1,1,27,67,76,HOME_TEAM,2024-03-02
436210,1,1,27,351,64,AWAY_TEAM,2024-03-02
436212,1,1,27,73,354,HOME_TEAM,2024-03-02
436207,1,1,27,389,58,AWAY_TEAM,2024-03-02
436204,1,1,27,328,1044,AWAY_TEAM,2024-03-03
436208,1,1,27,65,66,HOME_TEAM,2024-03-03
436211,1,1,27,356,57,AWAY_TEAM,2024-03-04
436220,1,1,28,66,62,HOME_TEAM,2024-03-09
436213,1,1,28,1044,356,DRAW,2024-03-09
436218,1,1,28,354,389,DRAW,2024-03-09
436222,1,1,28,76,63,HOME_TEAM,2024-03-09
436214,1,1,28,57,402,HOME_TEAM,2024-03-09
436215,1,1,28,58,73,AWAY_TEAM,2024-03-10
436216,1,1,28,397,351,HOME_TEAM,2024-03-10
436221,1,1,28,563,328,DRAW,2024-03-10
436219,1,1,28,64,65,DRAW,2024-03-10
436217,1,1,28,61,67,HOME_TEAM,2024-03-11
436103,1,1,17,1044,389,HOME_TEAM,2024-03-13
436225,1,1,29,328,402,HOME_TEAM,2024-03-16
436229,1,1,29,389,351,DRAW,2024-03-16
436228,1,1,29,63,73,HOME_TEAM,2024-03-16
436231,1,1,29,563,58,DRAW,2024-03-17
436239,1,1,30,67,563,HOME_TEAM,2024-03-30
436233,1,1,30,1044,62,HOME_TEAM,2024-03-30
436236,1,1,30,61,328,DRAW,2024-03-30
436240,1,1,30,351,354,DRAW,2024-03-30
436241,1,1,30,356,63,DRAW,2024-03-30
436242,1,1,30,73,389,HOME_TEAM,2024-03-30
436234,1,1,30,58,76,HOME_TEAM,2024-03-30
436235,1,1,30,402,66,DRAW,2024-03-30
436237,1,1,30,64,397,HOME_TEAM,2024-03-31
436238,1,1,30,65,57,DRAW,2024-03-31
436247,1,1,31,351,63,HOME_TEAM,2024-04-02
436250,1,1,31,67,62,DRAW,2024-04-02
436243,1,1,31,1044,354,HOME_TEAM,2024-04-02
436246,1,1,31,328,76,DRAW,2024-04-02
436248,1,1,31,563,73,DRAW,2024-04-02
436244,1,1,31,57,389,HOME_TEAM,2024-04-03
436245,1,1,31,402,397,DRAW,2024-04-03
436252,1,1,31,65,58,HOME_TEAM,2024-04-03
436251,1,1,31,64,356,HOME_TEAM,2024-04-04
436249,1,1,31,61,66,HOME_TEAM,2024-04-04
436255,1,1,32,354,65,AWAY_TEAM,2024-04-06
436253,1,1,32,58,402,DRAW,2024-04-06
436256,1,1,32,62,328,HOME_TEAM,2024-04-06
436257,1,1,32,63,67,AWAY_TEAM,2024-04-06
436258,1,1,32,389,1044,HOME_TEAM,2024-04-06
436262,1,1,32,76,563,AWAY_TEAM,2024-04-06
436254,1,1,32,397,57,AWAY_TEAM,2024-04-06
436259,1,1,32,66,64,DRAW,2024-04-07
436260,1,1,32,356,61,DRAW,2024-04-07
436261,1,1,32,73,351,HOME_TEAM,2024-04-07
436270,1,1,33,67,73,HOME_TEAM,2024-04-13
436265,1,1,33,402,356,HOME_TEAM,2024-04-13
436266,1,1,33,328,397,DRAW,2024-04-13
436269,1,1,33,65,389,HOME_TEAM,2024-04-13
436271,1,1,33,351,76,DRAW,2024-04-13
436263,1,1,33,1044,66,DRAW,2024-04-13
436268,1,1,33,64,354,AWAY_TEAM,2024-04-14
436272,1,1,33,563,63,AWAY_TEAM,2024-04-14
436264,1,1,33,57,58,AWAY_TEAM,2024-04-14
436267,1,1,33,61,62,HOME_TEAM,2024-04-15
436278,1,1,34,389,402,AWAY_TEAM,2024-04-20
436280,1,1,34,356,328,AWAY_TEAM,2024-04-20
436282,1,1,34,76,57,AWAY_TEAM,2024-04-20
436276,1,1,34,62,351,HOME_TEAM,2024-04-21
436273,1,1,34,58,1044,HOME_TEAM,2024-04-21
436275,1,1,34,354,563,HOME_TEAM,2024-04-21
436277,1,1,34,63,64,AWAY_TEAM,2024-04-21
436223,1,1,29,57,61,HOME_TEAM,2024-04-23
436232,1,1,29,76,1044,AWAY_TEAM,2024-04-24
436226,1,1,29,354,67,HOME_TEAM,2024-04-24
436227,1,1,29,62,64,HOME_TEAM,2024-04-24
436230,1,1,29,66,356,HOME_TEAM,2024-04-24
436224,1,1,29,397,65,AWAY_TEAM,2024-04-25
436291,1,1,35,563,64,DRAW,2024-04-27
436286,1,1,35,63,354,DRAW,2024-04-27
436287,1,1,35,66,328,DRAW,2024-04-27
436288,1,1,35,67,356,HOME_TEAM,2024-04-27
436292,1,1,35,76,389,HOME_TEAM,2024-04-27
436285,1,1,35,62,402,HOME_TEAM,2024-04-27
436284,1,1,35,58,61,DRAW,2024-04-27
436283,1,1,35,1044,397,HOME_TEAM,2024-04-28
436290,1,1,35,73,57,AWAY_TEAM,2024-04-28
436289,1,1,35,351,65,AWAY_TEAM,2024-04-28
436197,1,1,26,61,73,HOME_TEAM,2024-05-02
436300,1,1,36,389,62,DRAW,2024-05-03
436293,1,1,36,57,1044,HOME_TEAM,2024-05-04
436294,1,1,36,402,63,DRAW,2024-05-04
436296,1,1,36,328,67,AWAY_TEAM,2024-05-04
436302,1,1,36,356,351,AWAY_TEAM,2024-05-04
436301,1,1,36,65,76,HOME_TEAM,2024-05-04
436295,1,1,36,397,58,HOME_TEAM,2024-05-05
436297,1,1,36,61,563,HOME_TEAM,2024-05-05
436299,1,1,36,64,73,HOME_TEAM,2024-05-05
436298,1,1,36,354,66,HOME_TEAM,2024-05-06
436306,1,1,37,63,65,AWAY_TEAM,2024-05-11
436303,1,1,37,1044,402,AWAY_TEAM,2024-05-11
436305,1,1,37,62,356,HOME_TEAM,2024-05-11
436308,1,1,37,67,397,DRAW,2024-05-11
436310,1,1,37,73,328,HOME_TEAM,2024-05-11
436311,1,1,37,563,389,HOME_TEAM,2024-05-11
436312,1,1,37,76,354,AWAY_TEAM,2024-05-11
436309,1,1,37,351,61,AWAY_TEAM,2024-05-11
436307,1,1,37,66,57,AWAY_TEAM,2024-05-12
436304,1,1,37,58,64,DRAW,2024-05-13
436281,1,1,34,73,65,AWAY_TEAM,2024-05-14
436274,1,1,34,397,61,AWAY_TEAM,2024-05-15
436279,1,1,34,66,67,HOME_TEAM,2024-05-15
436313,1,1,38,57,62,HOME_TEAM,2024-05-19
436314,1,1,38,402,67,AWAY_TEAM,2024-05-19
436315,1,1,38,397,66,AWAY_TEAM,2024-05-19
436316,1,1,38,328,351,AWAY_TEAM,2024-05-19
436317,1,1,38,61,1044,HOME_TEAM,2024-05-19
436318,1,1,38,354,58,HOME_TEAM,2024-05-19
436319,1,1,38,64,76,HOME_TEAM,2024-05-19
436320,1,1,38,389,63,AWAY_TEAM,2024-05-19
436321,1,1,38,65,563,HOME_TEAM,2024-05-19
436322,1,1,38,356,73,AWAY_TEAM,2024-05-19
444255,2,2,1,445,450,AWAY_TEAM,2023-08-19
444256,2,2,1,470,113,AWAY_TEAM,2023-08-19
444257,2,2,1,107,99,AWAY_TEAM,2023-08-19
444258,2,2,1,108,5911,HOME_TEAM,2023-08-19
444260,2,2,1,100,455,DRAW,2023-08-20
444261,2,2,1,471,102,AWAY_TEAM,2023-08-20
444259,2,2,1,5890,110,HOME_TEAM,2023-08-20
444263,2,2,1,115,109,AWAY_TEAM,2023-08-20
444262,2,2,1,586,104,DRAW,2023-08-21
444254,2,2,1,103,98,AWAY_TEAM,2023-08-21
444266,2,2,2,470,102,HOME_TEAM,2023-08-26
444271,2,2,2,5911,445,HOME_TEAM,2023-08-26
444267,2,2,2,450,100,HOME_TEAM,2023-08-26
444270,2,2,2,98,586,HOME_TEAM,2023-08-26
444265,2,2,2,99,5890,DRAW,2023-08-27
444268,2,2,2,109,103,DRAW,2023-08-27
444269,2,2,2,110,107,AWAY_TEAM,2023-08-27
444272,2,2,2,113,471,HOME_TEAM,2023-08-27
444273,2,2,2,455,115,DRAW,2023-08-28
444264,2,2,2,104,108,AWAY_TEAM,2023-08-28
444281,2,2,3,471,450,HOME_TEAM,2023-09-01
444280,2,2,3,100,98,AWAY_TEAM,2023-09-01
444275,2,2,3,103,104,HOME_TEAM,2023-09-02
444283,2,2,3,115,470,DRAW,2023-09-02
444274,2,2,3,102,5911,HOME_TEAM,2023-09-02
444279,2,2,3,113,110,AWAY_TEAM,2023-09-02
444277,2,2,3,108,99,HOME_TEAM,2023-09-03
444282,2,2,3,586,107,HOME_TEAM,2023-09-03
444276,2,2,3,445,109,AWAY_TEAM,2023-09-03
444278,2,2,3,5890,455,HOME_TEAM,2023-09-03
444290,2,2,4,109,110,HOME_TEAM,2023-09-16
444289,2,2,4,108,98,HOME_TEAM,2023-09-16
444287,2,2,4,107,113,DRAW,2023-09-16
444284,2,2,4,104,115,DRAW,2023-09-17
444286,2,2,4,470,471,HOME_TEAM,2023-09-17
444291,2,2,4,5911,5890,DRAW,2023-09-17
444285,2,2,4,99,102,HOME_TEAM,2023-09-17
444292,2,2,4,100,445,HOME_TEAM,2023-09-17
444293,2,2,4,455,586,AWAY_TEAM,2023-09-18
444288,2,2,4,450,103,DRAW,2023-09-18
444300,2,2,5,455,470,DRAW,2023-09-22
444298,2,2,5,5890,107,HOME_TEAM,2023-09-22
444299,2,2,5,98,450,HOME_TEAM,2023-09-23
444301,2,2,5,471,109,HOME_TEAM,2023-09-23
444297,2,2,5,110,5911,DRAW,2023-09-23
444296,2,2,5,445,108,AWAY_TEAM,2023-09-24
444294,2,2,5,102,104,HOME_TEAM,2023-09-24
444303,2,2,5,115,99,AWAY_TEAM,2023-09-24
444295,2,2,5,103,113,DRAW,2023-09-24
444302,2,2,5,586,100,DRAW,2023-09-24
444310,2,2,6,109,5890,HOME_TEAM,2023-09-26
444304,2,2,6,104,98,AWAY_TEAM,2023-09-27
444305,2,2,6,445,455,HOME_TEAM,2023-09-27
444308,2,2,6,450,102,AWAY_TEAM,2023-09-27
444309,2,2,6,108,471,AWAY_TEAM,2023-09-27
444311,2,2,6,110,586,HOME_TEAM,2023-09-27
444313,2,2,6,113,115,HOME_TEAM,2023-09-27
444306,2,2,6,470,99,DRAW,2023-09-28
444312,2,2,6,5911,103,DRAW,2023-09-28
444307,2,2,6,107,100,HOME_TEAM,2023-09-28
444317,2,2,7,5890,113,AWAY_TEAM,2023-09-30
444318,2,2,7,98,110,HOME_TEAM,2023-09-30
444320,2,2,7,455,108,AWAY_TEAM,2023-09-30
444315,2,2,7,103,445,HOME_TEAM,2023-10-01
444323,2,2,7,115,107,DRAW,2023-10-01
444314,2,2,7,102,109,DRAW,2023-10-01
444319,2,2,7,100,470,HOME_TEAM,2023-10-01
444321,2,2,7,471,5911,AWAY_TEAM,2023-10-02
444322,2,2,7,586,450,DRAW,2023-10-02
444316,2,2,7,99,104,HOME_TEAM,2023-10-02
444325,2,2,8,445,115,DRAW,2023-10-06
444331,2,2,8,5890,471,DRAW,2023-10-06
444328,2,2,8,108,103,DRAW,2023-10-07
444329,2,2,8,109,586,HOME_TEAM,2023-10-07
444327,2,2,8,107,98,AWAY_TEAM,2023-10-07
444332,2,2,8,5911,455,HOME_TEAM,2023-10-08
444326,2,2,8,470,450,HOME_TEAM,2023-10-08
444330,2,2,8,110,102,HOME_TEAM,2023-10-08
444324,2,2,8,104,100,AWAY_TEAM,2023-10-08
444333,2,2,8,113,99,AWAY_TEAM,2023-10-08
444337,2,2,9,450,113,AWAY_TEAM,2023-10-21
444342,2,2,9,586,108,AWAY_TEAM,2023-10-21
444341,2,2,9,471,110,AWAY_TEAM,2023-10-21
444339,2,2,9,100,5911,HOME_TEAM,2023-10-22
444335,2,2,9,103,470,HOME_TEAM,2023-10-22
444340,2,2,9,455,104,DRAW,2023-10-22
444334,2,2,9,102,107,HOME_TEAM,2023-10-22
444338,2,2,9,98,109,AWAY_TEAM,2023-10-22
444343,2,2,9,115,5890,DRAW,2023-10-23
444336,2,2,9,99,445,AWAY_TEAM,2023-10-23
444346,2,2,10,107,455,HOME_TEAM,2023-10-27
444353,2,2,10,471,103,DRAW,2023-10-28
444350,2,2,10,5890,586,AWAY_TEAM,2023-10-28
444348,2,2,10,109,450,HOME_TEAM,2023-10-28
444344,2,2,10,104,470,HOME_TEAM,2023-10-29
444351,2,2,10,5911,115,DRAW,2023-10-29
444347,2,2,10,108,100,HOME_TEAM,2023-10-29
444352,2,2,10,113,98,DRAW,2023-10-29
444345,2,2,10,445,102,AWAY_TEAM,2023-10-30
444349,2,2,10,110,99,HOME_TEAM,2023-10-30
444355,2,2,11,103,110,HOME_TEAM,2023-11-03
444362,2,2,11,455,113,AWAY_TEAM,2023-11-04
444354,2,2,11,102,108,AWAY_TEAM,2023-11-04
444360,2,2,11,98,115,AWAY_TEAM,2023-11-04
444359,2,2,11,450,5911,AWAY_TEAM,2023-11-05
444356,2,2,11,104,107,HOME_TEAM,2023-11-05
444361,2,2,11,100,5890,HOME_TEAM,2023-11-05
