score_id,match_id,full_time_home,full_time_away,half_time_home,half_time_away
444,444315,3,0,1,0
445,444323,2,2,1,2
446,444314,0,0,0,0
447,444319,2,0,1,0
448,444321,0,1,0,0
449,444322,0,0,0,0
450,444316,3,0,2,0
451,444325,0,0,0,0
452,444331,1,1,0,1
453,444328,2,2,2,1
454,444329,2,0,0,0
455,444327,0,1,0,0
456,444332,3,0,2,0
457,444326,2,1,1,0
458,444330,3,2,2,1
459,444324,1,4,0,2
460,444333,1,3,1,1
461,444337,1,3,0,2
462,444342,0,3,0,0
463,444341,0,2,0,2
464,444339,1,0,0,0
465,444335,2,1,2,0
466,444340,2,2,0,0
467,444334,2,0,0,0
468,444338,0,1,0,0
469,444343,1,1,0,0
470,444336,0,2,0,1
471,444346,1,0,1,0
472,444353,1,1,1,1
473,444350,0,1,0,1
474,444348,1,0,0,0
475,444344,4,3,0,2
476,444351,1,1,1,0
477,444347,1,0,0,0
478,444352,2,2,0,2
479,444345,0,3,0,2
480,444349,1,0,0,0
481,444355,1,0,0,0
482,444362,0,2,0,1
483,444354,1,2,0,1
484,444360,0,1,0,0
485,444359,1,3,0,1
486,444356,2,1,0,0
487,444361,2,1,0,0
488,444357,0,1,0,1
489,444358,2,1,0,0
490,444363,2,1,1,1
491,444372,2,2,1,2
492,444365,1,0,1,0
493,444369,2,2,0,2
494,444367,2,1,0,0
495,444370,1,1,0,0
496,444371,0,1,0,0
497,444364,2,1,1,1
498,444373,1,1,1,0
499,444368,0,0,0,0
500,444366,2,0,1,0
501,444383,2,1,0,1
502,444374,1,2,0,1
503,444381,1,0,1,0
504,444376,1,1,1,0
505,444377,3,4,2,2
506,444378,2,1,1,1
507,444382,3,1,1,0
508,444380,1,1,1,1
509,444379,2,2,1,1
510,444375,2,0,0,0
511,444389,1,2,0,1
512,444385,1,1,1,0
513,444386,1,0,1,0
514,444388,3,1,1,0
515,444387,1,1,0,0
516,444384,3,0,2,0
517,444393,3,3,2,1
518,444391,1,2,1,0
519,444390,0,3,0,1
520,444392,3,0,1,0
521,444400,1,0,0,0
522,444398,1,1,0,1
523,444394,3,2,1,1
524,444399,4,0,3,0
525,444397,0,0,0,0
526,444401,1,0,0,0
527,444403,1,2,0,2
528,444402,1,1,1,0
529,444396,1,1,0,0
530,444395,2,1,0,1
531,444407,1,1,0,1
532,444409,2,1,1,1
533,444411,2,1,0,0
534,444412,1,0,1,0
535,444410,3,0,2,0
536,444406,1,0,0,0
537,444413,2,2,1,0
538,444405,2,0,1,0
539,444408,0,2,0,1
540,444404,4,1,0,1
541,444422,1,2,1,0
542,444415,0,2,0,1
543,444419,0,1,0,1
544,444421,2,2,1,1
545,444416,1,2,0,1
546,444423,1,1,0,0
547,444414,1,0,0,0
548,444417,2,0,0,0
549,444418,2,0,1,0
550,444420,2,0,0,0
551,444426,1,0,0,0
552,444432,0,0,0,0
553,444427,1,1,1,1
554,444430,3,1,0,0
555,444424,1,0,0,0
556,444425,0,0,0,0
557,444433,3,0,1,0
558,444428,0,1,0,0
559,444431,1,0,0,0
560,444429,1,0,0,0
561,444434,1,1,0,1
562,444437,2,1,1,0
563,444436,2,3,0,2
564,444438,1,1,1,0
565,444441,1,0,1,0
566,444435,0,3,0,2
567,444442,3,0,1,0
568,444443,1,2,0,1
569,444440,1,2,1,0
570,444439,1,1,1,1
571,444447,0,0,0,0
572,444453,2,1,1,1
573,444448,2,1,1,0
574,444452,1,5,0,2
575,444450,1,0,0,0
576,444445,2,1,1,1
577,444446,2,2,0,1
578,444451,3,1,1,0
579,444444,5,0,3,0
580,444449,3,0,2,0
581,444459,2,1,2,0
582,444463,2,3,1,1
583,444456,3,1,0,1
584,444455,3,0,2,0
585,444460,1,2,1,1
586,444458,0,3,0,0
587,444465,1,2,0,2
588,444464,2,0,2,0
589,444469,1,1,0,0
590,444471,2,2,1,1
591,444467,2,1,0,1
592,444468,1,1,1,0
593,444472,1,0,1,0
594,444470,0,0,0,0
595,444466,0,1,0,1
596,444473,1,2,0,0
597,444479,3,2,1,0
598,444476,0,0,0,0
599,444483,0,0,0,0
600,444477,2,3,1,1
601,444475,4,2,1,2
602,444482,0,0,0,0
603,444480,2,1,0,0
604,444474,3,1,2,0
605,444478,1,0,1,0
606,444481,4,0,2,0
607,444492,1,3,0,1
608,444485,1,3,0,1
609,444491,2,4,2,1
610,444493,1,1,1,1
611,444486,5,1,3,0
612,444484,4,0,2,0
613,444490,0,0,0,0
614,444487,1,4,0,1
615,444489,1,0,1,0
616,444488,0,1,0,1
617,444454,2,0,1,0
618,444502,2,0,0,0
619,444498,4,0,3,0
620,444501,1,1,0,0
621,444497,2,2,1,1
622,444494,3,0,1,0
623,444499,1,2,1,1
624,444495,1,1,0,1
625,444503,1,1,1,1
626,444496,0,3,0,1
627,444500,4,2,2,0
628,444462,0,2,0,0
629,444504,2,0,1,0
630,444513,2,3,0,1
631,444512,0,2,0,0
632,444507,2,0,2,0
633,444508,3,2,2,2
634,444505,1,1,0,0
635,444509,0,4,0,1
636,444510,1,1,1,1
637,444511,3,2,1,1
638,444506,2,1,0,1
639,444461,1,6,1,3
640,444457,4,0,2,0
641,444519,0,1,0,0
642,444523,1,1,1,1
643,444520,1,4,0,2
644,444522,0,0,0,0
645,444517,1,0,0,0
646,444515,0,1,0,0
647,444516,1,1,1,0
648,444514,1,2,1,0
649,444521,2,1,1,0
650,444518,2,1,2,0
651,444532,1,1,0,0
652,444525,4,2,2,0
653,444533,1,0,0,0
654,444524,0,1,0,1
655,444527,2,3,0,2
656,444530,0,1,0,1
657,444531,1,0,1,0
658,444528,2,2,0,1
659,444526,2,2,1,0
660,444529,1,2,0,0
661,444535,0,1,0,0
662,444540,1,0,1,0
663,444543,0,2,0,1
664,444542,0,1,0,1
665,444536,2,3,1,1
666,444539,0,0,0,0
667,444537,1,3,0,1
668,444541,1,0,0,0
669,444538,1,1,1,0
670,444551,0,3,0,2
671,444547,1,1,1,1
672,444553,1,0,0,0
673,444549,1,0,0,0
674,444546,1,2,0,0
675,444544,3,0,2,0
676,444545,1,1,0,1
677,444552,1,1,1,1
678,444550,0,0,0,0
679,444548,2,0,1,0
680,444562,2,2,0,2
681,444559,3,0,2,0
682,444561,1,0,1,0
683,444555,3,2,1,0
684,444556,0,0,0,0
685,444560,2,4,1,0
686,444554,2,1,1,1
687,444557,1,2,1,1
688,444558,1,0,1,0
689,444563,1,2,1,0
690,444568,4,1,3,1
691,444569,1,0,0,0
692,444572,0,0,0,0
693,444565,0,0,0,0
694,444570,2,2,1,0
695,444571,3,3,2,1
696,444567,2,2,1,0
697,444566,1,1,0,1
698,444564,2,2,2,0
699,444576,0,1,0,0
700,444574,2,2,2,0
701,444575,1,0,1,0
702,444577,1,0,0,0
703,444582,0,3,0,2
704,444583,0,0,0,0
705,444581,0,2,0,0
706,444579,1,2,0,1
707,444580,1,3,0,2
708,444578,1,2,0,1
709,444573,1,2,1,0
710,444587,3,0,2,0
711,444592,1,1,0,0
712,444590,0,0,0,0
713,444591,1,0,0,0
714,444589,2,0,0,0
715,444585,1,1,0,1
716,444584,2,0,1,0
717,444593,2,2,0,0
718,444586,5,1,1,0
719,444588,3,0,2,0
720,444602,0,0,0,0
721,444598,2,2,0,1
722,444601,1,0,1,0
723,444594,1,1,1,0
724,444595,0,0,0,0
725,444596,2,1,1,1
726,444597,3,3,1,1
727,444599,1,1,1,1
728,444600,1,2,1,0
729,444603,1,1,0,0
730,444606,0,5,0,1
731,444613,0,2,0,2
732,444612,5,1,1,0
733,444610,2,0,1,0
734,444607,2,1,0,1
735,444608,1,2,0,0
736,444609,1,1,0,1
737,444604,2,1,2,0
738,444611,0,2,0,1
739,444605,2,1,1,1
740,444615,2,2,2,1
741,444617,0,2,0,0
742,444622,3,1,2,0
743,444621,0,2,0,0
744,444618,0,1,0,1
745,444623,1,1,0,0
746,444616,1,1,0,1
747,444619,1,0,0,0
748,444620,1,2,0,2
749,444614,3,3,2,0
750,444625,2,3,0,1
751,444628,2,0,1,0
752,444630,2,0,2,0
753,444632,3,3,2,0
754,444624,3,0,2,0
755,444633,0,0,0,0
756,444626,2,1,1,1
757,444627,0,1,0,0
758,444629,2,2,2,2
759,444631,1,1,0,0
760,444534,2,3,2,3
761,438482,0,2,0,2
762,438479,1,2,0,0
763,438481,1,1,1,0
764,438483,1,1,1,0
765,438474,0,2,0,2
766,438476,0,2,0,1
767,438480,1,2,0,1
768,438478,0,0,0,0
769,438477,1,0,1,0
770,438475,3,1,1,0
771,438491,0,1,0,0
772,438490,1,0,0,0
773,438492,1,1,1,0
774,438493,1,3,1,1
775,438485,0,2,0,2
776,438488,3,0,1,0
777,438487,2,0,0,0
778,438484,0,0,0,0
779,438486,4,3,2,2
780,438489,0,2,0,0
781,438503,0,0,0,0
782,438495,0,1,0,0
783,438496,1,1,0,0
784,438498,3,2,1,1
785,438499,1,2,1,1
786,438501,3,4,2,2
787,438500,1,2,0,1
788,438494,4,2,3,2
789,438497,1,0,0,0
790,438502,0,7,0,3
791,438508,3,1,2,1
792,438513,2,3,0,2
793,438512,5,3,2,1
794,438511,2,1,0,1
795,438507,1,0,1,0
796,438505,1,0,0,0
797,438509,1,0,0,0
798,438510,0,0,0,0
799,438506,1,2,0,1
800,438522,2,0,1,0
801,438514,3,0,0,0
802,438520,3,0,2,0
803,438515,0,1,0,0
804,438516,5,0,2,0
805,438517,3,2,1,1
806,438521,2,1,1,1
807,438519,1,0,0,0
808,438523,2,1,0,1
809,438518,2,4,0,3
810,438527,0,2,0,1
811,438529,5,3,4,1
812,438526,0,0,0,0
813,438528,3,2,0,1
814,438532,2,2,0,1
815,438531,4,3,1,2
816,438530,1,1,1,1
817,438533,1,0,0,0
818,438525,1,1,0,1
819,438524,3,1,2,1
820,438539,5,1,3,0
821,438542,2,2,2,1
822,438534,2,2,1,0
823,438541,1,2,0,0
824,438543,2,0,1,0
825,438537,0,0,0,0
826,438540,0,1,0,1
827,438536,1,1,1,0
828,438538,1,1,0,0
829,438535,0,2,0,1
830,438547,1,0,0,0
831,438548,0,0,0,0
832,438550,2,2,1,1
833,438549,0,3,0,2
834,438551,3,0,1,0
835,438552,3,3,3,0
836,438546,0,2,0,1
837,438544,3,2,1,2
838,438545,3,0,1,0
839,438553,2,1,0,0
840,438554,3,0,1,0
841,438558,0,1,0,0
842,438563,4,0,1,0
843,438562,1,1,1,1
844,438560,2,2,0,2
845,438561,1,2,0,1
846,438555,2,1,1,0
847,438556,2,2,2,2
848,438557,1,1,1,1
849,438559,2,2,2,1
850,438564,2,0,1,0
851,438572,1,0,0,0
852,438567,1,1,1,1
853,438569,1,1,0,0
854,438565,0,3,0,1
855,438573,0,1,0,0
856,438568,5,2,3,2
857,438571,1,1,0,0
858,438566,1,0,0,0
859,438570,2,0,2,0
860,438579,1,0,0,0
861,438583,1,2,0,1
862,438577,1,2,1,0
863,438582,0,0,0,0
864,438578,2,2,2,1
865,438576,2,1,1,0
866,438581,2,2,1,1
867,438574,2,2,1,0
868,438575,2,1,2,0
869,438580,2,3,2,3
870,438593,2,1,0,0
871,438585,2,4,1,1
872,438584,2,0,1,0
873,438586,1,1,1,0
874,438592,0,1,0,0
875,438587,1,0,0,0
876,438589,1,0,1,0
877,438590,2,3,0,3
878,438591,0,0,0,0
879,438588,1,0,0,0
880,438594,4,3,2,2
881,438600,1,2,1,1
882,438603,1,3,0,0
883,438596,1,1,0,0
884,438598,1,1,1,1
885,438602,5,1,2,0
886,438597,2,1,0,1
887,438599,1,1,0,0
888,438595,3,1,1,1
889,438606,3,1,2,0
890,438612,1,1,1,0
891,438610,0,0,0,0
892,438608,2,1,2,1
893,438604,1,0,0,0
894,438611,3,1,0,0
895,438613,2,1,2,0
896,438607,0,3,0,1
897,438605,1,0,1,0
898,438609,1,1,0,0
899,438601,1,1,1,1
900,438623,2,0,1,0
901,438618,2,1,0,0
902,438614,4,0,1,0
903,438621,2,0,1,0
904,438615,1,1,1,1
905,438620,0,0,0,0
906,438622,0,0,0,0
907,438619,1,1,0,0
908,438617,1,0,1,0
909,438616,1,1,0,1
910,438629,1,0,0,0
911,438626,0,1,0,1
912,438625,1,1,0,0
913,438631,0,3,0,3
914,438633,1,0,1,0
915,438624,2,1,2,0
916,438628,1,1,1,0
917,438627,2,4,1,2
918,438630,1,1,0,1
919,438632,0,0,0,0
920,438635,1,0,0,0
921,438636,1,0,1,0
922,438634,2,0,0,0
923,438638,0,3,0,2
924,438639,1,1,0,0
925,438642,0,0,0,0
926,438641,0,0,0,0
927,438643,1,1,1,0
928,438640,4,1,2,0
929,438637,3,0,2,0
930,438652,0,1,0,0
931,438645,3,3,1,0
932,438650,0,3,0,2
933,438648,3,2,1,1
934,438644,1,0,0,0
935,438651,3,2,2,0
936,438646,1,1,0,1
937,438649,0,0,0,0
938,438647,0,1,0,0
939,438653,3,2,1,1
940,438504,1,0,0,0
941,438656,0,2,0,1
942,438662,1,1,0,0
943,438660,3,1,2,0
944,438658,2,0,1,0
945,438655,2,1,1,1
946,438661,1,0,0,0
947,438657,4,3,3,2
948,438654,1,0,1,0
949,438659,0,2,0,1
950,438663,1,2,1,0
951,438670,2,3,0,2
952,438673,3,0,1,0
953,438671,1,1,1,1
954,438664,2,1,2,0
955,438666,1,0,0,0
956,438672,0,0,0,0
957,438668,1,4,1,1
958,438677,1,0,0,0
959,438682,0,2,0,1
960,438681,1,1,1,0
961,438680,1,0,0,0
962,438676,0,1,0,1
963,438675,3,2,2,0
964,438683,3,2,0,2
965,438674,2,4,0,1
966,438678,5,1,3,1
967,438679,0,1,0,0
968,438692,0,3,0,1
969,438691,0,0,0,0
970,438693,1,2,0,0
971,438686,3,5,0,1
972,438690,0,1,0,1
973,438685,0,1,0,1
974,438687,0,0,0,0
975,438689,1,1,1,0
976,438684,2,0,1,0
977,438688,2,0,2,0
978,438667,1,0,0,0
979,438665,2,1,1,1
980,438669,0,2,0,1
981,438694,4,0,2,0
982,438700,2,1,2,0
983,438699,1,1,1,0
984,438697,1,3,0,1
985,438698,0,0,0,0
986,438701,0,0,0,0
987,438696,0,3,0,2
988,438695,1,1,1,1
989,438703,1,1,1,0
990,438702,1,2,1,2
991,438706,0,2,0,1
992,438704,1,1,1,1
993,438711,0,1,0,0
994,438710,4,0,2,0
995,438713,2,0,0,0
996,438707,3,2,2,0
997,438709,2,1,0,0
998,438708,1,0,1,0
999,438705,3,3,1,1
1000,438712,0,0,0,0
1001,438721,1,1,0,1
1002,438715,5,0,2,0
1003,438717,2,0,0,0
1004,438718,1,2,0,1
1005,438720,0,0,0,0
1006,438722,1,1,1,1
1007,438719,1,1,0,1
1008,438723,1,2,1,1
1009,438716,0,0,0,0
1010,438714,3,2,1,0
1011,438731,1,3,0,1
1012,438726,4,0,1,0
1013,438725,1,1,0,0
1014,438732,2,2,1,1
1015,438727,2,2,0,1
1016,438724,3,1,2,1
1017,438733,1,1,0,0
1018,438730,1,0,0,0
1019,438728,3,0,0,0
1020,438737,1,0,0,0
1021,438739,3,2,2,1
1022,438742,1,1,0,0
1023,438738,3,3,3,1
1024,438740,2,2,2,1
1025,438741,5,1,3,0
1026,438735,2,1,2,0
1027,438743,1,0,1,0
1028,438734,0,0,0,0
1029,438736,1,0,0,0
1030,438746,1,0,0,0
1031,438750,1,0,1,0
1032,438747,2,0,1,0
1033,438749,2,3,2,1
1034,438748,2,0,1,0
1035,438745,1,0,1,0
1036,438753,0,2,0,1
1037,438751,4,0,1,0
1038,438744,2,3,2,1
1039,438752,2,2,1,0
1040,438762,2,0,1,0
1041,438761,1,0,0,0
1042,438756,2,4,1,2
1043,438757,1,0,1,0
1044,438754,2,0,2,0
1045,438758,1,2,1,0
1046,438759,1,0,0,0
1047,438763,0,1,0,1
1048,438760,2,0,1,0
1049,438755,0,3,0,1
1050,438767,1,0,0,0
1051,438768,0,1,0,1
1052,438773,0,3,0,2
1053,438770,0,0,0,0
1054,438766,1,0,0,0
1055,438764,0,0,0,0
1056,438769,3,2,1,1
1057,438765,0,1,0,0
1058,438772,2,0,1,0
1059,438771,1,2,0,1
1060,438729,0,1,0,0
1061,438776,2,1,0,0
1062,438775,3,1,2,1
1063,438780,0,0,0,0
1064,438781,0,1,0,0
1065,438778,0,1,0,1
1066,438783,0,2,0,1
